row_code,farming,flooded_forest,grassland,other_non_vegetated,urban,wetland,forest_formation,river_lake_ocean,not_observed,mangrove,non_forested_natural,savannah_formation,rocky_outcrop,mining
229,0.0164128,0,0.139097242,0,0,0.427924096,0.050287379,0.349475846,0,0,0,0,0,0
230,0.870472293,0,0,0,0,0,0.052605302,0,0,0,0.060830175,0,0,0
231,0,0,0,0,0,0,0.982254825,0,0,0,0,0,0,0
232,0.426206414,0.013998654,0.00331206,0.166017267,0.362274962,0.00884572,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0.985011467,0,0,0,0,0,0,0
234,0.061738877,0,0,0.000771239,0,0,0.91798927,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0.975428061,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0.976022896,0,0,0,0,0,0,0
237,0.36058831,0,0.001736346,0.019694399,0,0,0.56578022,0.013444198,0,0,0.022233862,0,0,0
238,0.625231107,0,0.201438866,0,0,0.144800124,0.007888785,0,0,0,0,0,0,0
239,0.014073684,0,0,0,0.872735613,0,0.081263264,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0.977805733,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0.960727498,0,0,0,0.015985874,0,0,0
242,0.231558761,0,0.004693237,0.00804555,0,0,0.691451472,0.057991047,0,0,0,0,0,0
243,0,0,0,0.019226536,0,0.110934477,0.339398795,0.499942041,0,0,0,0,0,0
244,0.023890446,0.827146822,0,0,0,0,0.126552951,0.025705565,0,0,0,0,0,0
245,0.068966806,0,0,0,0,0,0.90341022,0,0,0,0.002979202,0,0,0
246,0.103641265,0,0,0,0,0,0.886679582,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0.976007896,0,0,0,0,0,0,0
248,0,0,0.887535525,0,0,0.055365331,0.024022027,0,0,0,0,0,0,0
249,0,0.048236634,0.036344795,0.139734019,0,0,0.641448771,0.118255751,0,0,0,0,0,0
250,0.093483574,0,0,0,0,0,0.894731251,0,0,0,0,0,0,0
251,0.161251809,0,0.017897598,0.119925858,0.353748349,0,0.223516531,0.118274809,0,0,0,0,0,0
252,0.489725077,0,0,0,0,0,0.488038834,0,0,0,0,0,0,0
253,0,0.625609036,0,0,0,0,0.352288572,0,0,0,0,0,0,0
254,0.003131225,0,0.001346951,0.003472336,0,0,0.980038908,0,0,0,0,0,0,0
255,0.401143126,0,0,0.009320458,0,0,0.565696864,0.004907306,0,0,0,0,0,0
256,0.016918506,0,0,0.008271923,0,0,0.96300166,0,0,0,0.011219383,0,0,0
257,0,0,0.149416131,0,0,0,0.025860534,0,0,0,0.793137589,0,0,0
258,0,0,0,0,0,0,0.9788074,0,0,0,0,0,0,0
259,0.11437124,0,0,0.005363826,0,0,0.869641191,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0.965083497,0,0,0,0,0,0,0
261,0.470085877,0,0,0,0,0,0.520139482,0,0,0,0,0,0,0
262,0,0.012804028,0,0,0,0,0.972886856,0,0,0,0,0,0,0
263,0.353642372,0,0,0,0,0,0.636549644,0,0,0,0,0,0,0
264,0.004767701,0.032369028,0,0,0,0,0.948235148,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0.97829894,0,0,0,0,0,0,0
266,0.053607093,0,0,0,0,0,0.912027105,0,0,0,0,0,0,0
267,0,0.920085526,0,0,0,0,0.045206437,0,0,0,0,0,0,0
268,0.915543493,0,0,0.007543478,0,0,0.043808879,0.004437376,0,0,0,0,0,0
269,0,0.271515502,0,0,0,0.697400879,0,0,0,0.013017036,0,0,0,0
270,0,0.38977431,0,0,0,0.005341347,0.207955455,0.37522274,0,0,0,0,0,0
272,0,0,0,0,0,0,0.977231818,0,0,0,0,0,0,0
273,0.010349175,0.754206805,0,0,0,0.053362237,0,0.147396106,0,0,0,0,0,0
274,0.804075658,0,0,0.018773145,0.016497605,0,0.146121684,0,0,0,0,0,0,0
275,0.032815821,0,0.913427682,0,0,0,0.004762378,0.040068948,0,0,0,0,0,0
276,0,0,0,0,0,0,0.976139744,0,0,0,0,0,0,0
277,0.122138658,0.68630352,0,0.004011672,0,0.082932084,0,0.080260101,0,0,0,0,0,0
278,0,0,0.940367653,0.037882379,0,0,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0.981710423,0,0,0,0,0,0,0
280,0.769195599,0,0,0.009629839,0,0,0.075678151,0.127563096,0,0,0,0,0,0
281,0.709209815,0,0,0.077901307,0.028275964,0,0.134682566,0.022909441,0,0,0,0,0,0
282,0.007221112,0,0,0,0,0,0.984599061,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0.967292837,0,0,0,0,0,0,0
284,0,0,0,0,0,0,0.990172788,0,0,0,0,0,0,0
285,0,0.084541597,0,0,0,0,0.815898109,0.078251853,0,0,0,0,0,0
286,0.010632284,0.860170006,0,0,0,0,0.029802731,0.072009507,0,0,0,0,0,0
287,0.852154609,0,0.008220765,0,0,0,0.11476964,0.015142333,0,0,0,0,0,0
288,0,0,0,0,0,0,0.983590862,0,0,0,0,0,0,0
289,0.222941251,0,0,0,0,0,0.760635801,0,0,0,0,0,0,0
290,0.011084697,0.001711369,0,0,0,0,0.978073517,0,0,0,0,0,0,0
291,0,0,0.765127275,0.198471364,0,0,0,0,0,0,0.013380447,0,0,0
292,0.073611311,0,0.01564616,0,0,0.046111613,0.435320779,0.392777508,0,0,0,0,0,0
293,0.38110194,0,0.244863367,0.013251458,0,0,0.078995461,0,0,0,0.247700994,0,0,0
294,0.523868583,0,0,0,0.427445607,0,0.038654344,0.003071883,0,0,0,0,0,0
295,0,0.334128012,0,0,0,0,0.645240566,0,0,0,0,0,0,0
296,0.201213595,0,0,0,0,0,0.756507625,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0.753520746,0,0,0,0.222012141,0,0,0
298,0.302936607,0.03470475,0,0,0,0,0.632550993,0.006243627,0,0,0,0,0,0
299,0,0,0,0,0,0,0.973127042,0,0,0,0,0,0,0
300,0,0.133537132,0,0,0,0,0.838888132,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0.965403288,0,0,0,0,0,0,0
302,0.410316526,0,0,0.00715149,0,0,0.561141033,0,0,0,0,0,0,0
303,0.016451988,0.782648452,0,0.001818918,0,0.078588074,0,0.319773611,0,0,0,0,0,0
304,0.497479789,0.201064373,0,0,0,0,0,0.280957541,0,0,0,0,0,0
305,0.055420784,0,0,0,0,0,0.928364723,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0.969664847,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0.971879341,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0.971490626,0,0,0,0,0,0,0
309,0.08567003,0.851997602,0,0.007337112,0,0,0.030653935,0.010130544,0,0,0,0,0,0
310,0.009013041,0.950309404,0.095983756,0,0,0.004459848,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,0.96564244,0,0,0,0,0,0,0
312,0,0,0,0,0,0,0.966838374,0,0,0,0,0,0,0
313,0.263508215,0.01450247,0,0,0,0,0.260060181,0.443883212,0,0,0,0,0,0
314,0,0.716039063,0,0,0,0.274122988,0,0,0,0,0,0,0,0
315,0.180781285,0,0,0,0,0,0.802465213,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0.965725032,0,0,0,0,0,0,0
317,0.097910336,0.411869168,0,0,0,0.040379731,0.427713878,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0.969884956,0,0,0,0,0,0,0
319,0,0.01885566,0.00446942,0,0,0,0.980313288,0,0,0,0,0,0,0
320,0.001244414,0,0,0,0,0,0.981737659,0,0,0,0,0,0,0
321,0.002671336,0.125149446,0,0.000890445,0,0.007878877,0.408371076,0.42709276,0,0,0,0,0,0
322,0.215914561,0,0.279659198,0.456614271,0,0.014842528,0.001787331,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0.982111077,0,0,0,0,0,0,0
324,0.500645796,0.056809589,0.009699936,0,0,0,0.297258358,0.086763679,0,0,0.025972647,0,0,0
325,0,0,0,0,0,0,0.978674791,0,0,0,0,0,0,0
326,0.059765872,0,0,0.059896345,0,0,0.512781095,0.348737244,0,0,0,0,0,0
327,0.000626447,0.001974469,0,0,0,0,0.973383622,0,0,0,0,0,0,0
328,0.712208918,0,0.005765427,0,0,0,0.244054167,0,0,0,0,0,0,0
329,0.788673406,0,0,0,0.011396193,0,0.051516439,0.124891018,0,0,0,0,0,0
330,0,0.971364829,0,0,0,0,0,0,0,0,0,0,0,0
331,0,0.012983193,0,0,0,0,0.957523207,0,0,0,0,0,0,0
332,0.000696043,0,0,0,0,0,0.982030294,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0.982796012,0,0,0,0,0,0,0
334,0.033462336,0,0.940730395,0.000818996,0,0,0,0,0,0,0,0,0,0
335,0.343911718,0,0,0,0,0,0.624341517,0,0,0,0,0,0,0
336,0.003878693,0.680899257,0,0,0,0,0.032190907,0.262590538,0,0,0,0,0,0
337,0.004913572,0,0,0,0,0,0.96236511,0,0,0,0,0,0,0
338,0.201021024,0,0.774343135,0,0,0,0.005368153,0,0,0,0,0,0,0
339,0.004462783,0.852546297,0,0.000892557,0,0.011380062,0.003570223,0.111569498,0,0,0,0,0,0
340,0,0,0,0,0,0,0,0.990212601,0,0,0,0,0,0
341,0.003551396,0,0.062275212,0,0,0,0.625521106,0.276168752,0,0,0,0,0,0
342,0,0,0,0,0,0,0.984923437,0,0,0,0,0,0,0
343,0,0,0.007761803,0,0,0.007719387,0.667712658,0.294982167,0,0,0,0,0,0
344,0.002493831,0,0.717464502,0.070663489,0.012534215,0,0.045397836,0,0,0,0.121829988,0,0,0
345,0,0.03057393,0,0,0,0,0.944124091,0,0,0,0,0,0,0
346,0.483528017,0,0,0,0,0,0.500131091,0,0,0,0,0,0,0
347,0.213455973,0,0,0,0,0,0.765638403,0,0,0,0,0,0,0
348,0.629193375,0,0,0,0,0,0.352854562,0.00906859,0,0,0,0,0,0
349,0.003089139,0,0.241246286,0,0,0,0.256616269,0,0,0,0.464803669,0,0,0
350,0,0,0,0,0,0,0.984944759,0,0,0,0,0,0,0
351,0.049605141,0,0.844431447,0.068174869,0,0,0.014649242,0,0,0,0,0,0,0
352,0.04459342,0.041870621,0,0.090756969,0,0,0.590273191,0.233690046,0,0,0,0,0,0
353,0,0,0.708722099,0,0,0.038643962,0.221795137,0,0,0,0,0,0,0
354,0.413631029,0,0,0,0,0,0.567430108,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0.981186155,0,0,0,0,0,0,0
356,0,0,0,0,0,0,0.973890568,0,0,0,0,0,0,0
357,0.97369973,0,0,0,0,0,0.059274963,0.108828416,0,0,0,0,0,0
358,0,0,0,0,0.272533742,0,0,0,0,0,0.000800063,0,0,0
359,0,0,0,0,0,0,0.96683802,0,0,0,0,0,0,0
360,0,0.887536134,0,0,0,0,0.093329019,0,0,0,0,0,0,0
361,0.443255771,0,0,0,0,0,0.530119423,0,0,0,0,0,0,0
362,0.206016011,0,0,0,0,0,0.758472734,0,0,0,0,0,0,0
363,0,0,0,0,0,0,0,0.99012789,0,0,0,0,0,0
364,0,0.073033466,0,0,0,0,0.89735357,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0.781050614,0.194908033,0,0,0,0,0,0
366,0,0.011256112,0,0,0,0,0.951905557,0.026929943,0,0,0,0,0,0
367,0.513959631,0.326972523,0,0.011401723,0.08484845,0,0.002328233,0.022919053,0,0,0,0,0,0.025401173
368,0.016044791,0,0.17771184,0,0,0,0.191208967,0,0,0,0.583676667,0,0,0
369,0.052684365,0,0,0,0,0,0.930363699,0,0,0,0,0,0,0
370,0.25096,0,0.050706143,0,0,0,0.646746684,0.02717167,0,0,0,0,0,0
371,0,0,0,0,0,0,0.980136237,0.004006525,0,0,0,0,0,0
372,0.249280427,0,0,0,0,0,0.707129561,0,0,0,0.012648167,0,0,0
373,0,0,0,0,0,0,0.979254446,0,0,0,0,0,0,0
374,0.011377784,0,0.024108235,0,0,0,0.84067765,0.080042433,0,0,0,0,0,0
375,0,0.010110018,0,0,0,0,0.958908869,0,0,0,0,0,0,0
376,0,0,0,0,0,0,0.968143421,0,0,0,0,0,0,0
377,0.635375077,0,0,0,0,0,0.344539328,0,0,0,0,0,0,0
378,0.065450907,0,0,0,0,0,0.913880971,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0.971958441,0,0,0,0,0,0,0
380,0.271214598,0,0,0.005363833,0.0152788,0,0.683265648,0,0,0,0,0,0,0
381,0.403846726,0,0,0,0,0,0.584691087,0,0,0,0,0,0,0
382,0.036514805,0.167614581,0.002677765,0.033755879,0,0.004590429,0.176257695,0.551136347,0,0,0,0,0,0
383,0,0,0.014791569,0,0,0,0.973575261,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0.598978085,0,0,0,0.374040004,0,0,0
385,0.017965592,0,0,0,0,0,0.975479223,0,0,0,0,0,0,0
386,0.020773453,0,0.951307508,0,0,0,0,0,0,0,0,0,0,0
387,0.218471211,0,0.714094872,0.011485018,0,0,0.029178716,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0.968402896,0,0,0,0,0,0,0
389,0.029409128,0,0.035250231,0,0,0,0.857846145,0.016167958,0,0.05151415,0,0,0,0
390,0,0,0,0,0,0,0.968560336,0,0,0,0,0,0,0
391,0.107960166,0.85043776,0,0,0,0,0.019788537,0.000688403,0,0,0,0,0,0
392,0,0,0,0,0,0,0.950787713,0,0,0,0,0,0,0
393,0.61647712,0.047243456,0,0.002618739,0,0,0.313459512,0,0,0,0,0,0,0
394,0.026379248,0,0,0,0,0.019615955,0.960937368,0,0,0,0,0,0,0
395,0,0,0,0,0,0,0.972230643,0,0,0,0,0,0,0
396,0.961979398,0.026188115,0,0,0,0,0,0,0,0,0,0,0,0
397,0.368708326,0,0,0,0,0,0.60075908,0,0,0,0,0,0,0
398,0,0.494446892,0,0,0,0,0.482687448,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0.97764479,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0.910048061,0.062492297,0,0,0,0,0,0
401,0.836392756,0,0,0,0,0,0.121482879,0.006831222,0,0,0,0,0,0
402,0,0,0,0,0,0,0.812758909,0,0,0,0.154406937,0,0,0
403,0.015022412,0.049499921,0,0.014410696,0,0,0,0.893776809,0,0,0,0,0,0
404,0,0.017334701,0,0,0,0,0.963226337,0,0,0,0,0,0,0
405,0.005088646,0,0.021050425,0,0,0,0.00610295,0.949725663,0,0,0,0,0,0
406,0.168412945,0,0,0.025203816,0,0,0,0,0,0,0.797990925,0,0,0
407,0,0,0,0,0,0,0.982161799,0,0,0,0,0,0,0
408,0.219200964,0,0,0,0,0,0.764093443,0,0,0,0,0,0,0
409,0.255489759,0,0,0,0.72883446,0,0.004896299,0.004406765,0,0,0,0,0,0
410,0.926511778,0.008653643,0,0,0,0,0.037144845,0,0,0,0,0,0,0
411,0.048898752,0,0,0,0,0,0.935791676,0,0,0,0,0,0,0
412,0.022733964,0.545185775,0.035416242,0,0,0.006762945,0.2609984,0.102743793,0,0,0,0,0,0
413,0,0,0,0.908992306,0,0,0,0,0,0,0,0,0,0
414,0.131597873,0.089771298,0,0.049782305,0.581409234,0.057606282,0,0.054701408,0.004694994,0,0,0,0,0
415,0.265940063,0,0,0,0,0,0.695682461,0,0,0,0.011392201,0,0,0
416,0.885941234,0,0.003418212,0,0,0,0.078470742,0,0,0,0,0,0,0
417,0.02412987,0.237750504,0.678818772,0,0,0,0.04138596,0,0,0,0,0,0,0
418,0.005147812,0,0.327203019,0.211290767,0.422059211,0,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0.969995665,0,0,0,0,0,0,0
420,0.475882681,0.001337269,0,0.004463418,0.483297327,0,0.004260038,0,0,0,0,0,0,0
421,0.739373499,0,0,0,0,0,0.250893302,0,0,0,0,0,0,0
422,0,0,0.003325211,0,0,0,0.811408438,0.164091195,0,0,0,0,0,0
423,0.472330569,0,0,0.006016717,0.000986011,0,0.463245061,0.007665302,0,0,0.020228563,0,0,0
424,0.918599478,0,0,0,0,0,0.054594364,0,0,0,0,0,0,0
425,0,0,0.004840261,0,0,0,0.934488765,0.036708417,0,0,0,0,0,0
426,0.000890224,0,0,0,0,0,0.966934738,0,0,0,0,0,0,0
427,0.047887248,0,0,0,0.839503936,0,0.091302771,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0.971892616,0,0,0,0,0,0,0
429,0.008938465,0,0,0,0,0,0.984037923,0,0,0,0,0,0,0
430,0.474661998,0,0,0.01382303,0,0,0.486754609,0,0,0,0,0,0,0
431,0.008521418,0,0,0.00443824,0,0,0.973747389,0,0,0,0,0,0,0
432,0.221094075,0,0,0,0,0,0.748409285,0,0.000892888,0,0,0,0,0
433,0,0.685579807,0.051032706,0,0,0.213235308,0.027267816,0,0,0,0,0,0,0
434,0,0,0.479689537,0,0,0.032082203,0.375115843,0.093878406,0,0,0,0,0,0
435,0,0,0,0,0,0,0.990311639,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0.989097318,0,0,0,0,0,0,0
437,0.327888274,0,0,0,0,0,0.647621854,0,0,0,0,0,0,0
438,0,0.967057604,0,0,0,0,0.001782242,0.022978946,0,0,0,0,0,0
439,0.093483574,0,0,0,0,0,0.894731251,0,0,0,0,0,0,0
440,0,0,0.08392678,0,0,0.967983708,0,0,0,0,0,0,0,0
441,0.035071108,0,0.961096217,0,0,0,0,0,0,0,0,0,0,0
442,0.068002742,0,0,0,0,0,0.91404199,0,0,0,0,0,0,0
443,0.017935942,0,0,0,0.791049975,0,0.163209073,0,0,0,0,0,0,0
444,0.149740765,0,0,0.003030595,0,0,0.832099536,0,0,0,0,0,0,0
445,0,0,0.51340579,0,0,0.01259954,0.448632311,0,0,0,0,0,0,0
446,0.110379603,0,0,0,0.620513225,0,0.259465432,0,0,0,0,0,0,0
447,0.781822905,0,0,0,0,0,0.19802868,0,0,0,0,0,0,0
448,0,0.744410451,0,0.005559473,0,0.055548195,0.009871271,0.212648404,0,0,0,0,0,0
449,0.060582121,0.008500586,0,0.008795942,0,0,0,0.907121156,0,0,0,0,0,0
450,0,0.659322057,0,0,0,0,0.311184386,0,0,0,0,0,0,0
451,0.540662466,0,0,0,0.267304748,0,0.170740888,0,0,0,0,0,0,0
452,0.125052894,0,0.922423261,0,0,0,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0.973384256,0,0,0,0,0,0,0
454,0.718658912,0.060056617,0,0.070727348,0,0,0.020134106,0.122297758,0,0,0,0,0,0
455,0.002491911,0.932853816,0,0,0,0.028964433,0.006229853,0,0,0,0,0,0,0
456,0.063224444,0.311767415,0.005603327,0.062900192,0.280779964,0.16895611,0.076781618,0,0,0,0,0,0,0
457,0.000893975,0,0,0,0,0,0.982701229,0,0,0,0,0,0,0
458,0.320088254,0,0.002671584,0.020644036,0,0,0.645541518,0,0,0,0.006906497,0,0,0
459,0,0,0.005356398,0,0,0,0.959202408,0.008115761,0,0,0,0,0,0
460,0,0,0,0,0,0,0.976665304,0,0,0,0,0,0,0
461,0.054962217,0,0,0.003071232,0,0,0.920434759,0.003948697,0,0,0,0,0,0
462,0.641262604,0,0,0.011133317,0,0,0.321078171,0,0,0,0,0,0,0
463,0.011174245,0,0,0,0,0,0.973553929,0,0,0,0,0,0,0
464,0,0,0.014791569,0,0,0,0.973575261,0,0,0,0,0,0,0
465,0,0.006312515,0,0,0,0.006059163,0.962494846,0.012387938,0,0,0,0,0,0
466,0,0.940255171,0,0,0,0,0.031971998,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0.804210485,0.162159881,0,0,0,0,0,0
468,0.07822812,0,0,0.010989539,0.887499677,0,0,0,0,0,0,0,0,0
469,0.005146744,0,0.207510963,0.239564691,0.514917532,0,0,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0.970098666,0,0,0,0.006100311,0,0,0
471,0,0,0.004851479,0,0,0,0.969925251,0,0,0,0,0,0,0
472,0.006257816,0,0.402857105,0.542723372,0,0,0,0,0,0,0.023974752,0,0,0