"","row_code","scientificName","year","lon","lat","presence","bio1_mean_annual_temp","bio12_annual_precip","farming","forest_formation","other_non_vegetated","flooded_forest","river_lake_ocean","urban","non_forested_natural","grassland","wetland","mining","savannah_formation","mangrove","not_observed","glacier","fold"
"129",129,"Choloepus didactylus",2020,-55.135921,5.787563,0,26.25,2223.71370577221,0.311992577,0,0.024447483,0.588531565,0,0.048564904,0,0,0.014580584,0,0,0,0,0,2
"130",130,"Cyclopes didactylus",1983,-73.246521,-3.027037,0,25.3783397357988,3170.81811422134,0.025054808,0.234719496,0.0051535,0.229928357,0.483534683,0,0,0,0,0,0,0,0,0,1
"131",131,"Gardnerycteris crenulatum",2016,-69.212721,4.127563,0,25.0806162901439,3027.46834883947,0,0.844738231,0,0.130874895,0,0,0,0,0,0,0,0,0,0,1
"132",132,"Lonchophylla thomasi",1992,-60.447921,7.347963,0,25.0499992370605,2074.43936397822,0,0.900899306,0.067423041,0,0.000886833,0,0,0.013856733,0,0,0,0,0,0,2
"133",133,"Mazama nemorivaga",2016,-54.314221,5.264663,0,25.8500003814697,2266.97752285399,0,0.975440035,0,0,0,0,0,0,0.009125564,0,0,0,0,0,2
"134",134,"Sciurus igniventris",1967,-65.228721,2.450963,0,24.868867502173,2766.56136945669,0,0.978682652,0,0,0,0,0,0,0,0,0,0,0,0,2
"135",135,"Lophostoma schulzi",1999,-60.497721,7.372863,0,25.1290127053795,2018.43659688229,0,0.990299392,0,0,0,0,0,0,0,0,0,0,0,0,2
"136",136,"Nasua nasua",2021,-76.682721,1.205963,0,21.1573234353184,4124.00513199735,0.596429771,0.3855426,0,0,0,0,0,0,0,0,0,0,0,0,1
"137",137,"Isothrix bistriata",2021,-66.100221,-11.028237,0,25.75,1852.36475265125,0.091039393,0.072901419,0,0.817571406,0.003072047,0,0,0.003898947,0,0,0,0,0,0,3
"138",138,"Lophostoma silvicolum",2018,-75.255121,1.745463,0,25.6876817067464,4036.85921427409,0.856527599,0.112180874,0,0,0,0,0,0,0,0,0,0,0,0,1
"139",139,"Trinycteris nicefori",2018,-73.404221,-3.940037,0,25.4652379800465,3330.33051394628,0.010606354,0.970367625,0,0,0,0,0,0,0,0,0,0,0,0,1
"140",140,"Pteronura brasiliensis",2017,-59.916721,-2.861037,0,26.099181305818,2314.13204259595,0.160515465,0.817847406,0,0,0,0,0,0,0,0,0,0,0,0,2
"141",141,"Diclidurus scutatus",1968,-61.767621,4.326763,0,24.0419409660878,2503.0568229707,0,0.256055534,0,0,0,0,0,0.73402851,0,0,0,0,0,0,2
"142",142,"Saimiri cassiquiarensis",2019,-77.521021,-1.068237,0,24.0087601423264,4579.4953918457,0.015977098,0.970636619,0,0,0,0,0,0,0,0,0,0,0,0,1
"143",143,"Sciurus spadiceus",2022,-67.868121,-9.957537,0,25.5465494345042,1735.43370573186,0.078334862,0.352020349,0,0,0.044919494,0.513208709,0,0.020236088,0,0,0,0,0,0,3
"144",144,"Aotus vociferans",1941,-75.719921,1.479863,0,25.0499992370605,4289.93211877593,0.944551953,0.001678027,0.010468875,0,0.006255794,0.023124259,0,0,0,0,0,0,0,0,1
"145",145,"Saimiri cassiquiarensis",2020,-73.910521,3.272663,0,24.9541931629181,3071.36012573242,0.486642088,0.162986086,0.004909062,0.253409865,0.072508302,0,0,0,0,0,0,0,0,0,1
"146",146,"Lonchophylla hesperia",1968,-78.807521,-5.774337,0,22.0388527391362,951.512679103994,0.607411314,0.039212752,0.116966518,0,0,0,0.242316756,0.004974564,0,0,0,0,0,0,1
"147",147,"Ateles paniscus",2015,-60.041221,-3.151537,0,27.0383641571425,2349.96569267051,0,0,0,0,0.976943627,0,0,0,0,0,0,0,0,0,2
"148",148,"Eumops bonariensis",1985,-65.901021,-14.564037,0,25.25,1953.63230713895,0.096099758,0,0,0.001222554,0,0,0,0.887054662,0.018630678,0,0,0,0,0,3
"149",149,"Makalata didelphoides",1971,-74.715621,-8.247737,0,26.1108796695047,1634.35294512284,0.869445184,0.013274518,0,0.088658273,0.008849665,0,0,0,0,0,0,0,0,0,1
"150",150,"Eumops patagonicus",1985,-65.079321,-14.564037,0,25.3500003814697,1896.21734694493,0.010391766,0.058224056,0,0.322882928,0.083977705,0,0,0.524851123,0,0,0,0,0,0,3
"151",151,"Caenolestes sangay",2011,-78.442321,-2.230237,0,10.8148188689932,2412.905193408,0,0.978601428,0,0,0,0,0,0,0,0,0,0,0,0,1
"152",152,"Ateles chamek",2016,-66.772521,-14.049437,0,25.5499992370605,1927.92327353395,0.15226285,0,0,0,0,0,0,0.464140091,0.348752463,0,0,0,0,0,3
"153",153,"Atelocynus microtis",2016,-73.777721,2.243463,0,25.016641482278,2887.38899401906,0.128594505,0.820184769,0,0.018434644,0.005359852,0,0,0,0,0,0,0,0,0,1
"154",154,"Eptesicus andinus",1974,-78.384221,-5.799237,0,24.3426319850431,1343.39571751005,0.580375338,0,0.030748311,0,0,0,0.317369176,0.051592247,0,0,0,0,0,0,1
"155",155,"Ateles belzebuth",2016,-76.234521,-0.719637,0,24.7342588106791,3225.9498819987,0,0.973464094,0,0,0,0,0,0,0,0,0,0,0,0,1
"156",156,"Galictis vittata",2015,-67.486321,-15.477037,0,23.0685012833146,1798.8520563299,0.068073222,0.923276688,0,0,0,0,0,0,0,0,0,0,0,0,3
"157",157,"Saimiri cassiquiarensis",2016,-76.317521,-0.478937,0,25.0996278444926,3337.27264506022,0.065933633,0.075696917,0,0,0.832520543,0.010691966,0,0,0,0,0,0,0,0,1
"158",158,"Cerradomys maracajuensis",1964,-64.714121,-13.285837,0,25.8188975612813,1742.909013913,0,0.043005148,0,0.610085465,0.054797675,0,0,0.26467249,0.004986592,0,0,0,0,0,3
"159",159,"Vicugna vicugna",2020,-78.865621,-1.524737,0,5.12888222809154,1419.87005184696,0,0,0.952330162,0,0,0,0,0.017172396,0,0,0,0,0,0,1
"160",160,"Nephelomys albigularis",2011,-78.450621,-2.238537,0,10.444037029852,2377.11354362519,0.022413958,0.945103081,0,0,0,0,0.006253191,0,0,0,0,0,0,0,1
"161",161,"Platyrrhinus aurarius",1998,-66.614821,6.293863,0,25.1999470722626,2694.09567374708,0,0.951813364,0,0,0,0,0,0.0140581,0,0,0,0,0,0,2
"162",162,"Saguinus bicolor",2018,-60.091021,-3.134937,0,26.9500007629395,2412.11886494954,0.007043731,0.096332456,0,0,0.846247864,0,0,0.021236047,0,0,0,0,0,0,2
"163",163,"Trinycteris nicefori",2004,-53.650221,5.397463,0,25.7490180636837,2559.20999234148,0,0.990176328,0,0,0,0,0,0,0,0,0,0,0,0,2
"164",164,"Eira barbara",2021,-65.178921,-18.913237,0,15.4789920226046,613.855683252154,0,0.198872293,0,0,0,0,0.769433943,0,0,0,0,0,0,0,3
"165",165,"Platyrrhinus aurarius",1967,-65.718421,3.430363,0,15.84947443602,6553.5,0,0.92058729,0,0,0,0,0.069574559,0,0,0,0,0,0,0,2
"166",166,"Cebus olivaceus",2019,-58.995421,4.177363,0,26.0902181997339,1628.77089225801,0,0.968598297,0,0,0,0,0,0,0,0,0,0,0,0,2
"167",167,"Marmosa rubra",2019,-76.666121,0.209963,0,24.6502573955109,4391.5251312889,0.06627483,0.909231391,0,0,0,0,0,0,0,0,0,0,0,0,1
"168",168,"Nephelomys keaysi",1992,-67.851521,-16.315337,0,8.54403532137636,2527.0171808962,0.040523757,0.3361377,0,0,0,0,0,0.587004215,0,0,0,0,0,0,3
"169",169,"Plecturocebus discolor",2012,-76.898521,-0.786037,0,24.6068557234835,3655.99433230566,0.041525414,0.931577233,0,0,0,0,0,0,0,0,0,0,0,0,1
"170",170,"Pithecia hirsuta",2009,-70.233621,-3.757437,0,25.5499992370605,3342.37132978637,0,0.970232074,0,0,0,0,0,0,0,0,0,0,0,0,1
"171",171,"Lasiurus intermedius",1993,-69.943121,-4.222237,0,25.9089362275056,3185.35593271849,0.203774277,0.084298089,0.07879619,0,0.210899195,0.391353109,0,0,0,0,0,0,0,0,1
"172",172,"Herpailurus yagouaroundi",2017,-70.059321,-3.840437,0,25.3167212856703,3549.87433718847,0,0.971411048,0,0,0,0,0,0,0,0,0,0,0,0,1
"173",173,"Aotus miconax",2009,-76.591421,-8.480137,0,19.7821815742934,3013.81998159866,0,0.990479364,0,0,0,0,0,0,0,0,0,0,0,0,1
"174",174,"Ateles marginatus",2022,-55.559221,-11.874837,0,25.0061491501233,1963.61456651924,0.578808699,0.3956193,0,0,0,0,0,0,0,0,0,0,0,0,2
"175",175,"Leontocebus nigricollis",2017,-76.276021,-0.454037,0,25.084498520214,3319.77896561365,0.04517256,0.284502975,0.008045528,0.016083419,0.623857884,0,0,0,0,0,0,0,0,0,1
"176",176,"Dasyprocta prymnolopha",2019,-48.487621,-1.458337,0,26.8500003814697,2800.92051855064,0,0,0,0,0,0.973231929,0,0,0,0,0,0,0,0,2
"177",177,"Coendou prehensilis",2021,-60.165721,-3.201337,0,26.7229961696007,2765.99232729837,0.395522943,0.453743948,0,0,0.000451558,0.136870234,0,0.008417896,0,0,0,0,0,0,2
"178",178,"Ateles belzebuth",1932,-61.751021,0.400863,0,26.0499992370605,2416.48995768229,0,0.972821519,0,0,0,0,0,0,0,0,0,0,0,0,2
"179",179,"Caluromys philander",1973,-55.177421,5.829063,0,26.25,2149.68092238557,0.17258766,0,0.303768014,0,0,0.499259097,0,0.008005256,0.003735772,0,0,0,0,0,2
"180",180,"Akodon toba",1984,-62.000021,-18.249237,0,24.8500003814697,1126.668171867,0,0.97595568,0,0,0,0,0,0,0,0,0,0,0,0,3
"181",181,"Choloepus didactylus",2019,-55.484521,5.770963,0,26.25,2236.87036436722,0.024584399,0.081128286,0,0.864519687,0,0,0,0,0.01793967,0,0,0,0,0,2
"182",182,"Dasypus novemcinctus",2022,-73.171821,-3.541637,0,25.5967370669047,3484.81471354167,0.031836314,0.970657848,0,0,0,0,0,0,0,0,0,0,0,0,1
"183",183,"Dasyprocta variegata",2022,-69.055021,-12.572037,0,25.0250140174491,2216.37392337987,0.030558007,0.001746217,0.129986745,0.231843735,0.574199619,0,0,0,0,0.020349533,0,0,0,0,3
"184",184,"Tonatia saurophila",2007,-52.538021,-0.869037,0,26.8111752949315,2291.59085070345,0.124456937,0.067365618,0,0,0,0.767083845,0,0.00148979,0.008827014,0,0,0,0,0,2
"185",185,"Nephelomys keaysi",1901,-66.996621,-15.999937,0,16.0954341810258,2530.0509673572,0,0.976520682,0,0,0,0,0,0,0,0,0,0,0,0,3
"186",186,"Rhinophylla fischerae",2006,-76.433721,-0.686437,0,24.803371674787,3288.99542920124,0,0.736851131,0.091914283,0,0,0.151474622,0,0,0,0,0,0,0,0,1
"187",187,"Lagothrix lagothricha",2021,-71.528421,-13.045137,0,19.3271579506956,3003.48529529964,0.03932575,0.881352143,0.016842925,0,0.059977606,0,0.001599472,0,0,0,0,0,0,0,3
"188",188,"Dermanura anderseni",1974,-72.931121,-3.425437,0,25.5501282640513,3574.99403425668,0,0.965956008,0,0,0,0,0,0,0,0,0,0,0,0,1
"189",189,"Saimiri cassiquiarensis",2019,-76.583121,0.600063,0,24.8500003814697,4191.70611368815,0.160212827,0.606337947,0.026406718,0,0.171505981,0,0,0,0,0,0,0,0,0,1
"190",190,"Artibeus obscurus",2018,-72.516121,-3.475237,0,25.6925418822103,3192.77357425927,0.383695473,0.34155708,0.008519542,0,0.250374826,0,0,0,0,0,0,0,0,0,1
"191",191,"Microsciurus flaviventer",2007,-75.221921,-0.570237,0,24.9445575856569,2747.89856007683,0.081598297,0.399345699,0.010727182,0.154558443,0.322009609,0,0,0,0.019107193,0,0,0,0.000893932,0,1
"192",192,"Plecturocebus caquetensis",2009,-75.636921,1.122963,0,25.269903198812,3941.07159905018,0.904663996,0.070774914,0,0,0,0,0,0,0,0,0,0,0,0,1
"193",193,"Lagothrix flavicauda",2012,-77.911121,-5.600037,0,16.840333384597,1844.44886773454,0.0069602,0.968383913,0.008008375,0,0,0,0,0,0,0,0,0,0,0,1
"194",194,"Caluromys lanatus",2021,-76.566521,-0.462337,0,24.9500007629395,3407.78116626582,0,0.95944865,0,0,0.017183643,0,0,0,0,0,0,0,0,0,1
"195",195,"Tremarctos ornatus",2018,-75.852721,-9.774937,0,12.001454183878,3328.52528570506,0,0.979164925,0,0,0,0,0,0,0,0,0,0,0,0,1
"196",196,"Monodelphis glirina",1986,-68.241621,-12.132137,0,25.349498835477,1961.00856812532,0,0.221403591,0,0.760533467,0,0,0,0.005247217,0,0,0,0,0,0,3
"197",197,"Marmosa murina",2021,-65.984021,-11.036537,0,25.5872063106961,1864.3753400889,0.068257199,0.666644937,0,0.220305347,0,0,0,0,0,0,0,0,0,0,3
"198",198,"Galictis vittata",2016,-63.012621,-9.202237,0,25.950838413476,2352.34309862066,0.03362524,0.973347536,0,0,0,0,0,0,0,0,0,0,0,0,3
"199",199,"Saguinus midas",2020,-55.185721,4.999063,0,26.3466606140137,2139.86390269886,0,0.973604923,0.011578684,0,0.014701284,0,0,0.005344,0,0,0,0,0,0,2
"200",200,"Uroderma magnirostrum",1985,-61.053821,-17.352837,0,25.0368299367476,1124.69337830835,0.009055623,0.934381682,0,0,0,0,0,0,0.039254461,0,0,0,0,0,3
"201",201,"Sciurus spadiceus",1991,-70.814621,-6.786937,0,25.4910734350031,2381.13868498999,0,0.811408438,0,0,0.164091195,0,0,0.003325211,0,0,0,0,0,0,3
"202",202,"Platyrrhinus lineatus",1986,-60.879521,-14.497637,0,24.879127620179,1895.37981248393,0,0.97942747,0,0,0,0,0,0,0,0,0,0,0,0,3
"203",203,"Pithecia pithecia",2011,-52.861721,2.235163,0,25.8444847390671,2453.14551083904,0,0.981106493,0,0,0,0,0,0,0,0,0,0,0,0,2
"204",204,"Aotus vociferans",1931,-77.653821,-4.413137,0,25.5856774409612,2175.81267700195,0,0.978689049,0,0,0,0,0,0,0,0,0,0,0,0,1
"205",205,"Leopardus tigrinus",2010,-52.737221,4.069463,0,25.462190327308,2614.18729536761,0,0.969995665,0,0,0,0,0,0,0,0,0,0,0,0,2
"206",206,"Cebus yuracus",2021,-76.350721,-0.039037,0,24.7878038319315,3729.21800744781,0,0.979845521,0,0,0,0,0,0,0,0,0,0,0,0,1
"207",207,"Cacajao calvus",2020,-64.680921,-2.993837,0,26.2578848130475,3295.85879250681,0,0.817297582,0,0,0.139248268,0,0,0.021024973,0.000731738,0,0,0,0,0,3
"208",208,"Holochilus brasiliensis",1985,-62.996021,-17.485637,0,23.8500003814697,1692.39685460471,0.970628539,0.01357491,0,0,0,0,0,0,0,0,0,0,0,0,3
"209",209,"Alouatta belzebul",2018,-50.736921,-3.815537,0,26.5672986121593,2230.54097206464,0.954287412,0.012295823,0,0,0.011596594,0,0,0.023760894,0,0,0,0,0,0,2
"210",210,"Lycalopex culpaeus",2021,-78.434021,-0.686437,0,-1.35650601252697,2673.47673978054,0,0,0.023884846,0,0,0,0,0,0,0,0,0,0.039978465,0.913446095,1
"211",211,"Chiroderma villosum",2008,-55.169121,4.916063,0,25.8802759011587,2556.89626363119,0,0.901869559,0.008239657,0,0.004708374,0,0,0.056895188,0,0,0,0,0,0,2
"212",212,"Saguinus bicolor",2020,-59.891821,-3.027037,0,26.5160336139774,2464.97426939405,0.385780303,0.566114893,0,0,0,0.004463822,0,0.014933445,0,0,0,0,0,0,2
"213",213,"Peropteryx macrotis",2006,-56.870621,4.484463,0,24.8687315739042,1815.631339552,0,0.977897609,0,0,0,0,0,0,0,0,0,0,0,0,2
"214",214,"Choloepus didactylus",2009,-76.757421,-1.093137,0,24.8312674320585,3076.30688679169,0.008483801,0.892814602,0,0,0.063869755,0,0,0,0,0,0,0,0,0,1
"215",215,"Cebuella pygmaea",2015,-76.682721,1.122963,0,22.9390093617419,4597.45138663771,0.780541913,0.201567258,0,0,0,0,0,0,0,0,0,0,0,0,1
"216",216,"Speothos venaticus",2018,-74.690721,0.309563,0,24.8608514777852,3161.41484658649,0,0.97873103,0,0,0,0,0,0,0,0,0,0,0,0,1
"217",217,"Atelocynus microtis",2019,-72.441421,-0.553637,0,24.5101604223251,3309.0389058431,0,0.89174212,0,0,0,0,0.077934852,0,0,0,0,0,0,0,1
"218",218,"Euryoryzomys macconnelli",1979,-77.745121,-4.031337,0,25.7591220378876,2514.14062296549,0.267369242,0.497312267,0,0.024842849,0.200681516,0,0,0,0,0,0,0,0,0,1
"219",219,"Artibeus concolor",2007,-55.144221,5.829063,0,26.25,2168.68412255252,0.153003948,0,0.156004597,0.017142649,0.299359289,0.350235866,0,0,0.004748858,0,0,0,0,0,2
"220",220,"Lonchorhina aurita",2008,-56.131921,3.787263,0,24.7684822949496,2377.48395532025,0,0.741492636,0,0,0,0,0,0.21961128,0,0,0,0,0,0,2
"221",221,"Leopardus wiedii",2016,-75.661821,1.488163,0,25.1465409596761,3866.64086812337,0.718658912,0.020134106,0.070727348,0.060056617,0.122297758,0,0,0,0,0,0,0,0,0,1
"222",222,"Mazama nemorivaga",2017,-52.106421,4.318463,0,25.75,3435.86145576699,0,0.89735357,0,0.073033466,0,0,0,0,0,0,0,0,0,0,2
"223",223,"Leontocebus nigricollis",2021,-76.923421,-0.503837,0,24.718226146698,3434.55521240234,0.256491135,0.607868958,0.020885712,0,0,0.080736777,0,0,0,0,0,0,0,0,1
"224",224,"Leontocebus fuscus",2019,-76.599721,0.624963,0,24.8500003814697,4138.45024393802,0.769195599,0.075678151,0.009629839,0,0.127563096,0,0,0,0,0,0,0,0,0,1
"225",225,"Vicugna vicugna",2018,-78.815821,-1.533037,0,6.97149651871677,1335.17165061349,0.080837117,0.039142415,0.108555154,0,0.006479052,0,0.007819545,0.734812741,0,0,0,0,0,0,1
"226",226,"Marmosops impavidus",1986,-75.429421,-11.169337,0,18.3110804124312,1862.97232484423,0.054962217,0.920434759,0.003071232,0,0.003948697,0,0,0,0,0,0,0,0,0,3
"227",227,"Lonchophylla thomasi",2010,-52.355421,4.409763,0,24.9026368327161,3247.49637435976,0,0.98215407,0,0,0,0,0,0,0,0,0,0,0,0,2
"228",228,"Didelphis marsupialis",2022,-60.082721,-3.035337,0,26.5978343377964,2436.4773212607,0.054996859,0.554539901,0,0,0.002251133,0.369133718,0,0.011203491,0,0,0,0,0,0,2
"229",229,"Philander opossum",2022,-53.052621,4.974163,0,25.6687548229803,2803.8477747747,0,0.189673169,0,0,0.779605205,0,0,0,0,0,0,0,0,0,2
"230",230,"Ctenomys boliviensis",1988,-63.153721,-17.369437,0,23.75,1788.52753736152,0.798758189,0.190646121,0,0,0,0,0,0,0,0,0,0,0,0,3
"231",231,"Lagothrix lagothricha",2017,-70.183821,-3.757437,0,25.4186663330838,3405.15084142408,0,0.971502012,0,0,0,0,0,0,0,0,0,0,0,0,1
"232",232,"Ateles chamek",2017,-69.519821,-12.065737,0,24.8414423524841,1828.08196769273,0.002624196,0.484421761,0,0.352468687,0.131679815,0,0,0,0,0,0,0,0,0,3
"233",233,"Nectomys apicalis",1955,-72.532721,-12.904037,0,6.63224993026796,2175.30318548257,0.058657323,0.160350007,0,0,0,0,0,0.760370014,0,0,0,0,0,0,3
"234",234,"Marmosa murina",1994,-78.392521,-4.097737,0,22.5558208703995,3286.27936706543,0.072465275,0.846009556,0.006153079,0,0.039438267,0,0,0,0,0,0,0,0,0,1
"235",235,"Saimiri boliviensis",2010,-68.980321,-12.522237,0,25.0330038973333,2200.55933420943,0.009278477,0,0,0.847755975,0.112340999,0,0,0,0,0.01432163,0,0,0,0,3
"236",236,"Myotis albescens",1992,-57.327121,5.322763,0,25.9764415614338,1702.69137889815,0,0.207955455,0,0.38977431,0.37522274,0,0,0,0.005341347,0,0,0,0,0,2
"237",237,"Nephelomys levipes",1900,-70.001221,-13.501637,0,20.5853971316491,3779.54971426505,0,0.98751417,0,0,0,0,0,0,0,0,0,0,0,0,3
"238",238,"Cebuella niveiventris",2014,-71.329221,-12.115537,0,24.0649277080189,1420.05727871982,0,0.971779503,0,0.006122055,0,0,0,0,0,0,0,0,0,0,3
"239",239,"Ateles chamek",2021,-73.711321,-7.467537,0,24.9181304868326,2276.99287230939,0,0.97892427,0,0,0,0,0,0,0,0,0,0,0,0,1
"240",240,"Chiropotes albinasus",2019,-55.957621,-9.534237,0,25.1746121798314,2530.79625198554,0.056718308,0.899030125,0,0,0,0,0,0.020387105,0,0,0,0,0,0,2
"241",241,"Uroderma magnirostrum",1986,-52.363721,-3.632937,0,26.3317741394043,2021.05733795166,0.037798018,0.468418854,0,0,0.414074171,0,0,0.051343685,0,0,0,0,0,0,2
"242",242,"Caenolestes fuliginosus",1939,-78.135221,-0.503837,0,1.18419718037502,2835.52764968555,0,0,0.153189001,0,0,0,0,0,0,0,0,0,0.187727637,0.63258557,1
"243",243,"Akodon fumeus",1993,-65.535821,-17.137037,0,19.5463456325844,4066.57540343238,0,0.979436235,0,0,0,0,0.000810014,0,0,0,0,0,0,0,3
"244",244,"Saimiri sciureus",2019,-52.305621,4.841363,0,25.9543558546334,3404.28434917355,0,0.487305457,0,0.465781193,0,0,0,0.00712696,0.018199178,0,0,0,0,0,2
"245",245,"Chiropotes albinasus",2021,-55.409821,-11.949537,0,24.9995603363544,1989.60476773211,0.968844382,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"246",246,"Cormura brevirostris",2011,-52.189421,4.368263,0,24.9290210597248,3691.23017294476,0,0.982091848,0,0,0,0,0,0,0,0,0,0,0,0,2
"247",247,"Ateles paniscus",2017,-53.243521,3.596363,0,25.2196107603208,2871.80950446544,0,0.990224888,0,0,0,0,0,0,0,0,0,0,0,0,2
"248",248,"Cormura brevirostris",2003,-73.528721,-3.940037,0,25.4500007629395,3183.06383011054,0.029660786,0.950956426,0,0,0,0,0,0,0,0,0,0,0,0,1
"249",249,"Ateles chamek",2011,-60.829721,-8.463537,0,25.8944596613734,2478.94766916322,0,0.975997749,0,0,0,0,0,0,0,0,0,0,0,0,3
"250",250,"Callimico goeldii",2014,-69.951421,-7.990437,0,25.2766495933217,2133.37258583258,0.009545433,0.974954083,0,0,0,0,0,0,0,0,0,0,0,0,3
"251",251,"Anoura geoffroyi",2012,-52.413521,4.517663,0,24.9746319386969,3667.05256925084,0.006238867,0.960321811,0,0,0,0,0,0,0.006748163,0,0,0,0,0,2
"252",252,"Sciurus igniventris",1929,-77.313521,-0.636637,0,23.7562446436606,3375.76725731211,0.816884457,0.097624828,0.016601387,0,0.017654937,0.040714037,0,0,0,0,0,0,0,0,1
"253",253,"Priodontes maximus",2011,-54.322521,4.019663,0,26.3311143398285,2151.6560740153,0,0.433804676,0,0,0.511559995,0,0,0.020187946,0,0,0,0,0,0,2
"254",254,"Lagothrix lagothricha",2022,-77.844721,-0.761137,0,17.9541135289362,5804.81699786048,0,0.973455227,0,0,0,0,0,0,0,0,0,0,0,0,1
"255",255,"Vampyrum spectrum",2009,-73.512121,-12.945537,0,23.8453156663557,621.817299422904,0.879581089,0.048651019,0.009193791,0,0.032653854,0,0,0,0,0,0,0,0,0,3
"256",256,"Oecomys bicolor",2019,-77.936021,-1.076537,0,23.6537265380224,4134.29780883789,0.172426236,0.796087191,0,0,0,0,0,0,0,0,0,0,0,0,1
"257",257,"Sapajus apella",2019,-71.503521,-13.036837,0,20.0128158836208,3155.23588003151,0.041494843,0.90670547,0.022584293,0,0.03852706,0,0,0,0,0,0,0,0,0,3
"258",258,"Chiropotes albinasus",2019,-56.065521,-9.301837,0,25.1027740225258,2347.56303285464,0.948543547,0.023722464,0,0,0,0,0,0,0,0,0,0,0,0,2
